,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
10,,2782.0,,,,,2806.0,857.0,,,5387.0,2787.0,857.0,,857.0,,,,5384.0,,,,,,2817.0,5384.0,,857.0,857.0,1879.0,,,2795.0,2808.0,,,,767.0,5385.0,2806.0,2811.0,,,,5378.0,,135.0,2809.0,,,857.0,5345.0,134.0,2809.0,,1197.0,,,,,1197.0,135.0,,,761.0,134.0,,769.0,135.0,141.0,5384.0,,2811.0,,,,,771.0,2800.0,,,,,,,,,,,,,5384.0,,,,,,,,,,,135.0,,91.6,,,,,,135.0,135.0,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,,,87.9,78.7,,,,,54.7,,,,,,,,,,87.9,,
11,,2782.0,,,,,2806.0,,,,,2787.0,,,,,,,,,,,,,2817.0,,,,,,,,2795.0,2808.0,,,,767.0,,2806.0,2811.0,,,,,,141.0,2809.0,,,,,139.0,2809.0,,,,,,,,141.0,,,761.0,,,769.0,141.0,135.0,,,2811.0,,,,,771.0,2800.0,,,,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,141.0,141.0,,,,,,,,,,,141.0,,,,,,,,,,,,,,,,,,,,78.7,,,,,54.7,,,,,,,,,,,,
12,,,,,,,,5363.0,,,745.0,,5363.0,,5361.0,,,,734.0,,,,,,,734.0,,5361.0,5363.0,244.0,,,,,,,,,734.0,,,,,,745.0,,,,,,5363.0,857.0,,,,676.0,,,,,676.0,,,,,,,,,,734.0,,,,,,,,,,,,,,,,,,,,,734.0,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,102.0,,76.8,,,,,,,,,,,,,,,,76.8,,
13,5339.0,,5131.0,5397.0,5131.0,5131.0,,,,5131.0,,,,5120.0,,5131.0,5131.0,,,,,5397.0,5142.0,63.9,,,5134.0,,,,,5385.0,,,5142.0,,,,,,,5131.0,,,,,,,5131.0,,,,,,,,,,,5140.0,,,,,,,,,,,,5131.0,,5397.0,,,,,,,,,,,,,5131.0,,,5136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,5363.0,,,745.0,,5363.0,,5361.0,,,,734.0,,,,,,,734.0,,5361.0,5363.0,244.0,,,,,,,,,734.0,,,,,,745.0,,141.0,,,,5363.0,857.0,139.0,,,676.0,220.0,,,,676.0,141.0,,,,,222.0,,141.0,135.0,734.0,,,,,,,,,,,,,,219.0,,,,,,,734.0,,113.0,,,,,,,,,141.0,,,,,,,,141.0,141.0,,,,,,,,,,,141.0,,,,,,,,,,,,102.0,,,,,102.0,54.7,76.8,,,,,,,,,,,,,,,,76.8,,
15,5339.0,,5398.0,5397.0,5398.0,5398.0,,,,5398.0,,,,5120.0,,5398.0,5398.0,,,,,5397.0,5374.0,67.6,,,5397.0,,,,,5397.0,,,5398.0,,,,,,,5398.0,,,,,,,5398.0,,,,,,,,,,,5397.0,,,,,,,,,,,,5398.0,,5397.0,,,,,,,,,,,,,5398.0,,,5398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,857.0,,,5387.0,,857.0,,857.0,,,230.0,5373.0,,,,,,,5384.0,,857.0,857.0,5147.0,,,,,,,,,5385.0,,,,,,5378.0,,,,,,857.0,5345.0,,,,1197.0,,,,,1197.0,,,,,134.0,,,,,5384.0,,,,,,226.0,,,,,,,,,,,,,,,5384.0,,,,,,,,,,,,,91.6,,,,,,,,,,,,,,222.0,,,,,,,,226.0,,,,,,,,,224.0,,,,,,87.9,,,,,,,,,,,,,,,,87.9,,
17,,,,,,,,734.0,,,5345.0,,734.0,,734.0,,,,5384.0,,,,,,,5384.0,,734.0,734.0,1790.0,,,,,,,,,5384.0,,,,,,5336.0,,135.0,,,,734.0,5208.0,134.0,,,1197.0,,,,,1197.0,135.0,,,,134.0,,,135.0,141.0,5384.0,,,,,,,,,,,,,,,,,,,,,5382.0,,,,,,,,,,,135.0,,80.5,,,,,,135.0,135.0,,,,,,,,,,,135.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,2782.0,,,,,2806.0,734.0,,,5334.0,2787.0,734.0,,734.0,,,,5384.0,,139.0,,,,2817.0,5371.0,,734.0,734.0,1790.0,,,2795.0,2808.0,,,,767.0,5373.0,2806.0,2811.0,,143.0,158.0,5326.0,143.0,141.0,2809.0,,,734.0,5197.0,139.0,2809.0,,1192.0,,,,,1192.0,141.0,128.0,,761.0,,,769.0,141.0,135.0,5371.0,,2811.0,,,,,771.0,2800.0,,,,,,,,,,,,,5373.0,141.0,,,143.0,,,,,141.0,,141.0,143.0,80.5,,,,,143.0,141.0,141.0,,143.0,,141.0,,,,,,,141.0,,,,,,,143.0,141.0,,,,,,,,,,,,78.7,,,,,54.7,,,56.5,,,,,,,,,
19,,,,,,,,5363.0,,,745.0,,5363.0,,5361.0,,,,734.0,,,,,,,734.0,,5361.0,5363.0,244.0,,,,,,,,,734.0,,,,,,745.0,,141.0,,,,5363.0,857.0,139.0,,,676.0,,,,,676.0,141.0,,,,,,,141.0,135.0,734.0,,,,,,,,,,,,,,,,,,,,,734.0,,113.0,,,,,,,,,141.0,,,,,,,,141.0,141.0,,,,,,,,,,,141.0,,,,,,,,,,,,102.0,,,,,102.0,,76.8,,,,,,,,,,,,,,,,76.8,,
20,5339.0,,5391.0,5397.0,5391.0,5391.0,,,,5391.0,,,,5120.0,,5391.0,5391.0,,,,,5397.0,5330.0,63.9,,,5397.0,,,,,5385.0,,,5398.0,,,,,,,5391.0,,,,,,,5391.0,,,,,,,,,,,5397.0,,,,,,,,,,,,5391.0,,5397.0,,,,,,,,,,,,,5391.0,,,5397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,5339.0,,5398.0,5397.0,5398.0,5398.0,,,,5398.0,,,,5120.0,,5398.0,5398.0,,,,,5397.0,5374.0,67.6,,,5397.0,,,,,5397.0,,,5398.0,,,,,,,5398.0,,,,,,,5398.0,,,,,,,,,,,5397.0,,,,,,,,,,,,5398.0,,5397.0,,,,,,,,,,,,,5398.0,,,5398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,63.9,,63.9,63.9,63.9,63.9,,,,67.6,,,,63.9,,63.9,58.4,,,,,63.9,63.9,6272.0,,,63.9,,,,,63.9,,,63.9,,,,,,,63.9,,,,,,,,224.0,,,,,,,,,,63.9,,,,,,,,,,,,63.9,,63.9,,,,,,,,,,,,,63.9,,,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,857.0,,,5387.0,,857.0,,857.0,,,,5373.0,,139.0,,,,,5384.0,,857.0,857.0,5147.0,,,,,,,,,5385.0,,,,143.0,158.0,5378.0,143.0,141.0,,,,857.0,5345.0,139.0,,,1197.0,,,,,1197.0,141.0,128.0,,,134.0,,,141.0,135.0,5384.0,,,,,,,,,,,,,,,,,,,,,5384.0,141.0,,,143.0,,,,,141.0,,141.0,143.0,91.6,,,,,143.0,141.0,141.0,,143.0,,141.0,,,,,,,141.0,,,,,,,143.0,,,,,,,,,,,,87.9,,,,,,,,,,,,,,,,87.9,,
24,,2782.0,,,,,2806.0,,,,,2787.0,,,,,,,,,,,,,2817.0,,,,,,,,2795.0,2808.0,,,,767.0,,2806.0,2811.0,,,,,,,2809.0,,,,,,2809.0,,,,,,,,,,,761.0,,,769.0,,,,,2811.0,,,,,771.0,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,,,,,54.7,,,,,,,,,,,,
25,5339.0,,5398.0,5397.0,5398.0,5398.0,,,,5398.0,,,,5120.0,,5398.0,5398.0,,,,,5397.0,5374.0,67.6,,,5397.0,,,,,5397.0,,,5398.0,,,,,,,5398.0,,,,,,,5398.0,,,,,,,,,,,5397.0,,,,,,,,,,,,5398.0,,5397.0,,,,,,,,,,,,,5398.0,,,5398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,5363.0,,,745.0,,5363.0,,5361.0,,,,734.0,,,,,,,734.0,,5361.0,5363.0,244.0,,,,,,,,,734.0,,,,,,745.0,,,,,,5363.0,857.0,,,,676.0,,,,,676.0,,,,,,,,,,734.0,,,,,,,,,,,,,,,,,,,,,734.0,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,102.0,,76.8,,,,,,,,,,,,,,,,76.8,,
27,,,,,,,,5363.0,,,745.0,,5363.0,,5361.0,,,,734.0,,,,,,,734.0,,5361.0,5363.0,244.0,,,,,,,,,734.0,,,,,,745.0,,,,,,5363.0,857.0,,,,676.0,220.0,,,,676.0,,,,,,222.0,,,,734.0,,,,,,,,,,,,,,219.0,,,,,,,734.0,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,102.0,54.7,76.8,,,,,,,,,,,,,,,,76.8,,
28,,,,,,,,5363.0,,,745.0,,5363.0,,5361.0,,,,734.0,,,,,,,734.0,,5361.0,5363.0,244.0,,,,,,,,,734.0,,,,,,745.0,,,,,,5363.0,857.0,,,,676.0,,,,,676.0,,,,,,,,,,734.0,,,,,,,,,,,,,,,,,,,,,734.0,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,102.0,,76.8,,,,,,,,,,,,,,,,76.8,,
29,,2782.0,,,,,2806.0,734.0,,,5345.0,2787.0,734.0,,734.0,,,,5371.0,,128.0,,,,2806.0,5384.0,,734.0,734.0,1790.0,,,2795.0,2808.0,,,,767.0,5384.0,2806.0,2811.0,,,158.0,5336.0,,141.0,2809.0,,,734.0,5208.0,139.0,2809.0,,1197.0,,,,,1197.0,141.0,139.0,,761.0,134.0,,769.0,141.0,135.0,5384.0,,2811.0,,,,,771.0,2800.0,,,,,,,,,,,,,5382.0,141.0,,,,,,,,,,141.0,,80.5,,,,,,141.0,141.0,,,,,,,,161.0,,,141.0,,,,,,,,141.0,,,,,,,,,,,,78.7,,,,,54.7,,,56.5,,,,,,,,,
30,,,,,,,,857.0,,,5387.0,,857.0,,857.0,,,,5373.0,,,,,,,5384.0,,857.0,857.0,5147.0,,,,,,,,,5385.0,,,,,,5378.0,,,,,,857.0,5345.0,,,,1197.0,,,,,1197.0,,,,,134.0,,,,,5384.0,,,,,,,,,,,,,,,,,,,,,5384.0,,,,,,,,,,,,,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.9,,,,,,,,,,,,,,,,87.9,,
31,,,,,,,,734.0,,,5334.0,,734.0,,734.0,,,,5384.0,,,,,,,5371.0,,734.0,734.0,1790.0,,,,,,,,,5373.0,,,,,,5326.0,,,,,,734.0,5197.0,,,,1192.0,,,,,1192.0,,,,,,,,,,5371.0,,,,,,,,,,,,,,,,,,,,,5373.0,,,,,,,,,,,,,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,2782.0,,,,,2806.0,,,,,2787.0,,,,,,,,,,,,,2817.0,,,,,,,,2795.0,2808.0,,,,767.0,,2806.0,2811.0,,,,,,,2809.0,,,,,,2809.0,,,,,,,,,,,761.0,,,769.0,,,,,2811.0,,,,,771.0,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,,,,,54.7,,,,,,,,,,,,
33,,2782.0,,,,,2806.0,857.0,,,5387.0,2787.0,857.0,,857.0,,,,5384.0,,139.0,,,,2817.0,5384.0,,857.0,857.0,5147.0,,,2795.0,2808.0,,,,767.0,5385.0,2806.0,2811.0,,143.0,158.0,5378.0,143.0,141.0,2809.0,,,857.0,5345.0,139.0,2809.0,,1197.0,,,,,1197.0,141.0,128.0,,761.0,134.0,,769.0,141.0,135.0,5384.0,,2811.0,,,,,771.0,2800.0,,,,,,,,,,,,,5384.0,141.0,,,143.0,,,,,141.0,,141.0,143.0,91.6,,,,,143.0,141.0,141.0,,143.0,,141.0,,,,,,,141.0,,,,,,,143.0,141.0,,,,,,,,,,,87.9,78.7,,,,,54.7,,,,,,,,,,87.9,,
34,,2782.0,,,,,2806.0,,,,,2785.0,,,,,,,,,,,,,2804.0,,,,,,,,2785.0,2808.0,,,,767.0,,2804.0,2809.0,,,,,,,2809.0,,,,,,2809.0,,,,,,,,,,,761.0,,,769.0,,,,,2804.0,,,,,771.0,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,,,,,54.7,,,,,,,,,,,,
35,5360.0,,5387.0,5397.0,5387.0,5387.0,,,,5387.0,,,,2017.0,,5387.0,5387.0,,,,,5397.0,5330.0,63.9,,,5391.0,,,,,5385.0,,,5398.0,,,,,,,5387.0,,,,,,,5387.0,,,,,,,,,,,5397.0,,,,,,,,,,,,5387.0,,5397.0,,,,,,,,,,,,,5387.0,,,5393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,5339.0,,5398.0,5397.0,5398.0,5398.0,,,,5398.0,,,,5120.0,,5398.0,5398.0,,,,,5397.0,5374.0,67.6,,,5397.0,,,,,5397.0,,,5398.0,,,,,,,5398.0,,,,,,,5398.0,,,,,,,,,,,5397.0,,,,,,,,,,,,5398.0,,5397.0,,,,,,,,,,,,,5398.0,,,5398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,63.9,,63.9,63.9,63.9,63.9,,,,67.6,,,,63.9,,63.9,58.4,,,,,63.9,63.9,6272.0,,,63.9,,,,,63.9,,,63.9,3325.0,,,,,,63.9,,,,,,,,,,,,,,,,,,63.9,,,,,,,,,,,,63.9,,63.9,,,,,,,,,,,,,63.9,,,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,2782.0,,,,,2806.0,,,,,2785.0,,,,,,,,,,,,,2804.0,,,,,,,,2785.0,2808.0,,,,767.0,,2804.0,2809.0,,,,,,,2809.0,,,,,,2809.0,,,,,,,,,,,761.0,,,769.0,,,,,2804.0,,,,,771.0,2800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7,,,,,54.7,,,,,,,,,,,,
39,,,,,,,,5363.0,,,745.0,,5363.0,,5361.0,,,,734.0,,,,,,,734.0,,5361.0,5363.0,244.0,,,,,,,,,734.0,,,,,,745.0,,,,,,5363.0,857.0,,,,676.0,,,,,676.0,,,,,,,,,,734.0,,,,,,,,,,,,,,,,,,,,,734.0,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,,,,102.0,,76.8,,,,,,,,,,,,,,,,76.8,,
40,,767.0,,,,,767.0,,,,,767.0,,,,,,,,,,,,,767.0,,,,,,,,767.0,767.0,,,,2833.0,,767.0,767.0,,,,,,,767.0,,,,,,767.0,,,,,,,,,,,2833.0,,,2832.0,,,,,767.0,,,,,2833.0,767.0,,,,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,,,,
41,5360.0,,5398.0,5397.0,5398.0,5398.0,,,,5398.0,,,,2017.0,,5398.0,5398.0,,,,,5397.0,5374.0,67.6,,,5397.0,,,,,5397.0,,,5398.0,,,,,,,5398.0,,,,,,,5398.0,,,,,,,,,,,5397.0,,,,,,,,,,,,5398.0,,5397.0,,,,,,,,,,,,,5398.0,,,5398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,745.0,,,5387.0,,745.0,,745.0,,,226.0,5384.0,,128.0,,,,,5384.0,,745.0,745.0,5147.0,,,,,,,,,5385.0,,,,143.0,158.0,5378.0,143.0,141.0,,,,745.0,5210.0,139.0,,,1197.0,,,,,1197.0,141.0,139.0,,,134.0,,,141.0,135.0,5384.0,,,,,,226.0,,,,,,,,,,,,,,,5384.0,141.0,,,143.0,,,,,141.0,,141.0,143.0,91.6,,,,,143.0,141.0,141.0,,143.0,,141.0,,,222.0,161.0,,,141.0,,,,226.0,,,143.0,141.0,,,,,224.0,,,,,,87.9,,,,,,,,,,,,,,,,87.9,,
43,,2782.0,,,,,2806.0,857.0,,,5387.0,2787.0,857.0,,857.0,,,,5384.0,,128.0,,,,2817.0,5384.0,,857.0,857.0,5147.0,,,2795.0,2808.0,,,,767.0,5385.0,2806.0,2811.0,,143.0,,5378.0,143.0,141.0,2809.0,,,857.0,5345.0,139.0,2809.0,,1197.0,,,,,1197.0,141.0,139.0,,761.0,134.0,,769.0,141.0,141.0,5384.0,,2811.0,,,,,771.0,2800.0,,,,,,,,,,,,,5384.0,141.0,,,143.0,,,,,141.0,,141.0,143.0,91.6,,,,,143.0,141.0,141.0,,143.0,,141.0,,,,,,,141.0,,,,,,,143.0,,,,,,,,,,,,87.9,78.7,,,,,54.7,,,,,,,,,,87.9,,
44,5339.0,,5398.0,5397.0,5398.0,5398.0,,,,5398.0,,,,5120.0,,5398.0,5398.0,,,,,5397.0,5374.0,67.6,,,5397.0,,,,,5397.0,,,5398.0,,,,,,,5398.0,,,,,,,5398.0,,,,,,,,,,,5397.0,,,,,,,,,,,,5398.0,,5397.0,,,,,,,,,,,,,5398.0,,,5398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,734.0,,,5345.0,,734.0,,734.0,,,,5371.0,,,,,,,5384.0,,734.0,734.0,1790.0,,,,,,,,,5384.0,,,,143.0,,5336.0,137.0,,,,,734.0,5208.0,,,,1197.0,,,,,1197.0,,,,,134.0,,,,,5384.0,,,,,,,,,,,,,,,,,,,,,5382.0,,,,137.0,,,,,141.0,,,143.0,80.5,,,,,143.0,,,,143.0,,141.0,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,767.0,,,,,769.0,5363.0,,,745.0,767.0,5363.0,,5361.0,,,,734.0,,,,,,769.0,734.0,,5361.0,5363.0,244.0,,,767.0,769.0,,,,2833.0,734.0,769.0,769.0,,,,745.0,,,769.0,,,5363.0,857.0,,769.0,,676.0,,,,,676.0,,,,2833.0,,,2843.0,,,734.0,,769.0,,,,,2843.0,769.0,,,,62.1,,,,,,,,,734.0,,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,,63.9,,,102.0,,76.8,,,,,,,,,,,,,,,,76.8,,
47,,,,,,,,745.0,,,5387.0,,745.0,,745.0,,,226.0,5373.0,,,,,,,5384.0,,745.0,745.0,5147.0,,,,,,,,,5385.0,,,,143.0,,5378.0,143.0,141.0,,,,745.0,5210.0,139.0,,,1197.0,54.7,,,,1197.0,141.0,,,,134.0,54.7,,141.0,135.0,5384.0,,,,,,226.0,,,,,,,,54.7,,,,,,,5384.0,,,,143.0,,,,,141.0,,141.0,143.0,91.6,,,,,143.0,141.0,141.0,,143.0,,141.0,,,222.0,,,,141.0,,,,226.0,,,143.0,,,,,,224.0,,,,,63.9,87.9,,,,,,,,,,,,,,,,87.9,,
48,,767.0,,,,,771.0,5363.0,,,745.0,767.0,5363.0,,5361.0,,,,734.0,,,,,,771.0,734.0,,5361.0,5363.0,244.0,,,767.0,771.0,,,,2833.0,734.0,771.0,771.0,,,,745.0,,141.0,771.0,,,5363.0,857.0,139.0,771.0,,676.0,,,,,676.0,141.0,,,2828.0,,,2843.0,141.0,135.0,734.0,,771.0,,,,,2848.0,771.0,,,,62.1,,,,,,,,,734.0,,113.0,,,,,,,,,141.0,,,,,,,,141.0,141.0,,,,,,,,,,,141.0,,,,,,,,,,,,102.0,,63.9,,,102.0,,76.8,,,,,,,,,,,,,,,,76.8,,
49,63.9,,63.9,63.9,63.9,63.9,,,,67.6,,,,63.9,,63.9,58.4,,,,,63.9,63.9,6272.0,,,63.9,,,,,63.9,,,63.9,,,,,,,63.9,,,,,,,,,,,,,,,,,,63.9,,,,,,,,,,,,63.9,,63.9,,,,,,,,,,,,,63.9,,,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
